Vivienda,Salud,Transporte,Educacion,Alimento,Autocuidado,Ingreso_fijo,Clase,id,Fecha,Gasto_var_necesario,Gasto_var_innecesario,Ingreso_variable,Total Out,Total In,Balance
1227,850,336,239,3517,594,7123,Baja,90,2021-09-30,162,142,892,7067,8015,948
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-09-30,235,537,4290,12325,19303,6978
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-09-30,540,831,6734,20268,38832,18564
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-09-30,302,453,4906,13950,20313,6363
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-09-30,244,533,4032,12767,18280,5513
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-09-30,268,613,4967,13805,23247,9442
1447,815,381,238,4107,702,8531,Baja,96,2021-09-30,157,174,769,8021,9300,1279
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-09-30,310,441,5041,11895,19933,8038
1215,744,361,184,3250,589,8999,Baja,98,2021-09-30,151,152,702,6646,9701,3055
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-09-30,279,614,4758,13002,20372,7370
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-10-31,494,749,7480,19510,32839,13329
1177,850,407,178,3681,599,7369,Baja,1,2021-10-31,168,171,882,7231,8251,1020
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-10-31,308,559,4237,12640,18709,6069
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-10-31,394,817,7325,19129,40258,21129
1353,832,315,177,3263,602,10001,Baja,4,2021-10-31,147,163,783,6852,10784,3932
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-10-31,268,588,4998,12435,20264,7829
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-10-31,240,484,5405,12731,21367,8636
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-10-31,5234,4552,15110,36822,100615,63793
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-10-31,605,683,9503,22248,42309,20061
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-10-31,5031,5414,18901,36474,97159,60685
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-10-31,314,553,5344,13415,22685,9270
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-10-31,293,570,4971,12945,19740,6795
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-10-31,324,569,6425,13856,22462,8606
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-10-31,378,771,7479,20036,42127,22091
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-10-31,248,501,5720,13348,19518,6170
1387,598,400,201,4083,640,7498,Baja,15,2021-10-31,129,174,764,7612,8262,650
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-10-31,260,489,3873,13261,18409,5148
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-10-31,275,456,4341,12328,20062,7734
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-10-31,284,480,5208,11948,22894,10946
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-10-31,247,524,4883,13463,20544,7081
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-10-31,274,494,5529,12161,23363,11202
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-10-31,498,776,6615,19856,36043,16187
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-10-31,482,794,7622,20993,43457,22464
2349,1422,1080,517,4728,1652,17283,Media-Baja,23,2021-10-31,246,445,5543,12439,22826,10387
1422,839,378,172,3228,557,8645,Baja,24,2021-10-31,179,154,878,6929,9523,2594
5760,4674,3894,1650,9416,4934,63611,Alta,25,2021-10-31,5150,5028,15816,40506,79427,38921
4231,3154,2447,1216,5928,2747,28664,Media-Alta,26,2021-10-31,487,938,7976,21148,36640,15492
1434,819,367,228,3180,653,8211,Baja,27,2021-10-31,145,156,829,6982,9040,2058
4105,2896,2025,1008,5877,2812,39154,Media-Alta,28,2021-10-31,533,736,9176,19992,48330,28338
1208,719,362,229,3775,698,8956,Baja,29,2021-10-31,174,183,912,7348,9868,2520
2515,1481,1088,449,4106,1535,16394,Media-Baja,30,2021-10-31,195,503,5063,11872,21457,9585
3447,3674,2005,1161,6343,2584,29260,Media-Alta,31,2021-10-31,508,814,7208,20536,36468,15932
1510,843,374,239,3985,538,8152,Baja,32,2021-10-31,174,185,996,7848,9148,1300
5644,4590,3104,1778,9087,4464,62916,Alta,33,2021-10-31,5509,4570,17009,38746,79925,41179
2258,1619,1031,512,3481,1029,16992,Media-Baja,34,2021-10-31,255,582,5103,10767,22095,11328
2596,1738,1092,469,4689,1026,15532,Media-Baja,35,2021-10-31,254,554,5165,12418,20697,8279
2584,1573,851,567,3749,1280,15776,Media-Baja,36,2021-10-31,286,542,4724,11432,20500,9068
2574,1329,1096,605,4581,1325,16039,Media-Baja,37,2021-10-31,278,505,4518,12293,20557,8264
2235,1696,944,445,5230,1375,15525,Media-Baja,38,2021-10-31,240,351,4420,12516,19945,7429
6469,4438,3060,2021,8398,3940,78138,Alta,39,2021-10-31,5363,3956,16850,37645,94988,57343
4872,3264,3683,1755,9347,4370,73689,Alta,40,2021-10-31,5835,4805,17007,37931,90696,52765
5394,4188,3044,1983,10734,4194,70688,Alta,41,2021-10-31,5149,4719,14341,39405,85029,45624
4068,2632,2089,1223,5420,2404,31329,Media-Alta,42,2021-10-31,567,801,7600,19204,38929,19725
5719,4194,3214,1952,7794,3907,83368,Alta,43,2021-10-31,4493,4703,17655,35976,101023,65047
6560,4479,4072,1681,8863,4387,68702,Alta,44,2021-10-31,5608,5375,18958,41025,87660,46635
3560,2822,1859,925,6087,2668,31016,Media-Alta,45,2021-10-31,543,643,6908,19107,37924,18817
3701,2901,1918,1315,5504,2570,29089,Media-Alta,46,2021-10-31,585,839,8323,19333,37412,18079
2454,1544,1067,488,4398,1461,15571,Media-Baja,47,2021-10-31,279,504,4408,12195,19979,7784
2371,1468,1126,542,4135,1152,15088,Media-Baja,48,2021-10-31,248,510,4392,11552,19480,7928
2794,1790,826,422,5371,1557,16358,Media-Baja,49,2021-10-31,283,617,5074,13660,21432,7772
2757,1842,913,498,5188,1304,17385,Media-Baja,50,2021-10-31,272,491,4810,13265,22195,8930
1362,770,318,201,3490,598,9308,Baja,51,2021-10-31,165,144,846,7048,10154,3106
3869,3137,1949,889,5027,2617,34780,Media-Alta,52,2021-10-31,598,787,6524,18873,41304,22431
1350,877,350,183,3540,667,8648,Baja,53,2021-10-31,132,137,841,7236,9489,2253
4301,2797,2272,1134,7122,2251,31540,Media-Alta,54,2021-10-31,566,683,7722,21126,39262,18136
2674,1599,982,554,4062,1356,17288,Media-Baja,55,2021-10-31,287,544,5195,12058,22483,10425
1366,699,355,242,3669,630,8786,Baja,56,2021-10-31,161,139,706,7261,9492,2231
2642,1774,1078,447,4293,1034,15264,Media-Baja,57,2021-10-31,264,485,4607,12017,19871,7854
2437,1934,986,508,4766,1313,17038,Media-Baja,58,2021-10-31,297,577,4253,12818,21291,8473
3267,2609,2148,976,5103,2623,32994,Media-Alta,59,2021-10-31,571,748,7263,18045,40257,22212
2574,1528,1082,705,4757,1243,15421,Media-Baja,60,2021-10-31,269,540,4355,12698,19776,7078
2119,1599,1270,629,4631,1189,14745,Media-Baja,61,2021-10-31,292,551,5473,12280,20218,7938
3500,3109,2018,1132,5955,2431,27324,Media-Alta,62,2021-10-31,456,834,7434,19435,34758,15323
2619,1633,1098,536,5503,1370,14914,Media-Baja,63,2021-10-31,258,548,5542,13565,20456,6891
3811,2759,1797,946,5372,2835,25283,Media-Alta,64,2021-10-31,438,786,9020,18744,34303,15559
4831,2950,2476,998,7017,2081,32381,Media-Alta,65,2021-10-31,552,896,8400,21801,40781,18980
3528,3125,2062,1045,5080,2916,32663,Media-Alta,66,2021-10-31,474,864,9073,19094,41736,22642
4468,3298,2329,1094,6458,2392,29526,Media-Alta,67,2021-10-31,496,911,9159,21446,38685,17239
1275,751,349,213,4145,668,9537,Baja,69,2021-10-31,164,152,1031,7717,10568,2851
2605,1808,1173,523,4418,1480,13851,Media-Baja,70,2021-10-31,247,443,4603,12697,18454,5757
5383,4079,3325,2073,8012,3521,66571,Alta,71,2021-10-31,5114,5046,16935,36553,83506,46953
1322,910,350,217,3524,668,8937,Baja,72,2021-10-31,172,154,742,7317,9679,2362
1438,774,444,219,3916,636,8798,Baja,73,2021-10-31,135,168,808,7730,9606,1876
2509,1434,1130,537,4675,906,15028,Media-Baja,74,2021-10-31,279,576,4778,12046,19806,7760
4201,2299,2235,855,6102,2875,29600,Media-Alta,75,2021-10-31,547,820,7972,19934,37572,17638
2811,1675,1043,481,4338,1127,15080,Media-Baja,76,2021-10-31,239,543,5557,12257,20637,8380
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-10-31,276,440,5283,13314,19908,6594
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-10-31,573,734,7668,19921,37397,17476
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-10-31,511,807,8788,18605,43049,24444
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-10-31,228,504,5313,12549,22558,10009
1147,912,374,233,3674,542,9345,Baja,82,2021-10-31,127,154,904,7163,10249,3086
1401,879,424,220,3060,574,8726,Baja,83,2021-10-31,135,148,868,6841,9594,2753
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-10-31,257,508,4915,12618,19765,7147
1248,785,458,204,3720,740,7952,Baja,85,2021-10-31,148,145,871,7448,8823,1375
1382,601,343,195,3947,718,8352,Baja,86,2021-10-31,155,161,811,7502,9163,1661
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-10-31,293,504,4762,13056,18556,5500
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-10-31,289,549,5066,13377,19867,6490
1182,916,330,212,3390,774,8566,Baja,89,2021-10-31,173,162,885,7139,9451,2312
1227,850,336,239,3517,594,7123,Baja,90,2021-10-31,168,153,765,7084,7888,804
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-10-31,238,590,4135,12381,19148,6767
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-10-31,501,768,8379,20166,40477,20311
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-10-31,253,505,4342,13953,19749,5796
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-10-31,272,449,4395,12711,18643,5932
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-10-31,272,544,5165,13740,23445,9705
1447,815,381,238,4107,702,8531,Baja,96,2021-10-31,149,154,866,7993,9397,1404
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-10-31,228,482,5177,11854,20069,8215
1215,744,361,184,3250,589,8999,Baja,98,2021-10-31,160,176,766,6679,9765,3086
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-10-31,316,561,5451,12986,21065,8079
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-11-30,474,898,8138,19639,33497,13858
1177,850,407,178,3681,599,7369,Baja,1,2021-11-30,141,161,798,7194,8167,973
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-11-30,254,576,5357,12603,19829,7226
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-11-30,544,731,7769,19193,40702,21509
1353,832,315,177,3263,602,10001,Baja,4,2021-11-30,171,174,808,6887,10809,3922
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-11-30,242,553,5858,12374,21124,8750
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-11-30,279,444,5048,12730,21010,8280
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-11-30,4869,4324,13891,36229,99396,63167
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-11-30,587,747,7516,22294,40322,18028
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-11-30,5292,4862,17667,36183,95925,59742
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-11-30,279,497,5307,13324,22648,9324
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-11-30,235,458,5026,12775,19795,7020
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-11-30,329,576,3666,13868,19703,5835
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-11-30,502,778,6727,20167,41375,21208
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-11-30,209,429,5036,13237,18834,5597
1387,598,400,201,4083,640,7498,Baja,15,2021-11-30,154,156,846,7619,8344,725
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-11-30,309,531,5460,13352,19996,6644
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-11-30,284,549,4971,12430,20692,8262
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-11-30,294,511,5011,11989,22697,10708
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-11-30,236,589,4783,13517,20444,6927
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-11-30,218,483,5222,12094,23056,10962
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-11-30,505,772,9059,19859,38487,18628
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-11-30,444,689,8946,20850,44781,23931
2349,1422,1080,517,4728,1652,17283,Media-Baja,23,2021-11-30,291,574,5281,12613,22564,9951
1422,839,378,172,3228,557,8645,Baja,24,2021-11-30,161,162,827,6919,9472,2553
5760,4674,3894,1650,9416,4934,63611,Alta,25,2021-11-30,5930,4693,18599,40951,82210,41259
4231,3154,2447,1216,5928,2747,28664,Media-Alta,26,2021-11-30,542,761,7329,21026,35993,14967
1434,819,367,228,3180,653,8211,Baja,27,2021-11-30,175,172,867,7028,9078,2050
4105,2896,2025,1008,5877,2812,39154,Media-Alta,28,2021-11-30,470,807,8258,20000,47412,27412
1208,719,362,229,3775,698,8956,Baja,29,2021-11-30,158,209,780,7358,9736,2378
2515,1481,1088,449,4106,1535,16394,Media-Baja,30,2021-11-30,264,542,5331,11980,21725,9745
3447,3674,2005,1161,6343,2584,29260,Media-Alta,31,2021-11-30,532,833,9031,20579,38291,17712
1510,843,374,239,3985,538,8152,Baja,32,2021-11-30,163,178,875,7830,9027,1197
5644,4590,3104,1778,9087,4464,62916,Alta,33,2021-11-30,4736,4948,20560,38351,83476,45125
2258,1619,1031,512,3481,1029,16992,Media-Baja,34,2021-11-30,299,619,6068,10848,23060,12212
2596,1738,1092,469,4689,1026,15532,Media-Baja,35,2021-11-30,260,479,4794,12349,20326,7977
2584,1573,851,567,3749,1280,15776,Media-Baja,36,2021-11-30,297,595,5890,11496,21666,10170
2574,1329,1096,605,4581,1325,16039,Media-Baja,37,2021-11-30,262,489,5136,12261,21175,8914
2235,1696,944,445,5230,1375,15525,Media-Baja,38,2021-11-30,261,549,3914,12735,19439,6704
6469,4438,3060,2021,8398,3940,78138,Alta,39,2021-11-30,4950,5286,15040,38562,93178,54616
4872,3264,3683,1755,9347,4370,73689,Alta,40,2021-11-30,5716,3652,16279,36659,89968,53309
5394,4188,3044,1983,10734,4194,70688,Alta,41,2021-11-30,5781,4194,20244,39512,90932,51420
4068,2632,2089,1223,5420,2404,31329,Media-Alta,42,2021-11-30,605,707,8196,19148,39525,20377
5719,4194,3214,1952,7794,3907,83368,Alta,43,2021-11-30,4946,5255,16603,36981,99971,62990
6560,4479,4072,1681,8863,4387,68702,Alta,44,2021-11-30,5358,4995,18330,40395,87032,46637
3560,2822,1859,925,6087,2668,31016,Media-Alta,45,2021-11-30,450,906,7816,19277,38832,19555
3701,2901,1918,1315,5504,2570,29089,Media-Alta,46,2021-11-30,416,805,7838,19130,36927,17797
2454,1544,1067,488,4398,1461,15571,Media-Baja,47,2021-11-30,270,525,5152,12207,20723,8516
2371,1468,1126,542,4135,1152,15088,Media-Baja,48,2021-11-30,299,499,5135,11592,20223,8631
2794,1790,826,422,5371,1557,16358,Media-Baja,49,2021-11-30,290,530,4926,13580,21284,7704
2757,1842,913,498,5188,1304,17385,Media-Baja,50,2021-11-30,268,529,4746,13299,22131,8832
1362,770,318,201,3490,598,9308,Baja,51,2021-11-30,153,171,803,7063,10111,3048
3869,3137,1949,889,5027,2617,34780,Media-Alta,52,2021-11-30,498,860,6758,18846,41538,22692
1350,877,350,183,3540,667,8648,Baja,53,2021-11-30,178,167,804,7312,9452,2140
4301,2797,2272,1134,7122,2251,31540,Media-Alta,54,2021-11-30,508,743,8811,21128,40351,19223
2674,1599,982,554,4062,1356,17288,Media-Baja,55,2021-11-30,291,525,4008,12043,21296,9253
1366,699,355,242,3669,630,8786,Baja,56,2021-11-30,160,184,1025,7305,9811,2506
2642,1774,1078,447,4293,1034,15264,Media-Baja,57,2021-11-30,287,439,4690,11994,19954,7960
2437,1934,986,508,4766,1313,17038,Media-Baja,58,2021-11-30,241,596,4358,12781,21396,8615
3267,2609,2148,976,5103,2623,32994,Media-Alta,59,2021-11-30,551,780,9236,18057,42230,24173
2574,1528,1082,705,4757,1243,15421,Media-Baja,60,2021-11-30,290,485,5009,12664,20430,7766
2119,1599,1270,629,4631,1189,14745,Media-Baja,61,2021-11-30,260,513,4923,12210,19668,7458
3500,3109,2018,1132,5955,2431,27324,Media-Alta,62,2021-11-30,545,864,8650,19554,35974,16420
2619,1633,1098,536,5503,1370,14914,Media-Baja,63,2021-11-30,287,591,5497,13637,20411,6774
3811,2759,1797,946,5372,2835,25283,Media-Alta,64,2021-11-30,492,841,9138,18853,34421,15568
4831,2950,2476,998,7017,2081,32381,Media-Alta,65,2021-11-30,513,827,7649,21693,40030,18337
3528,3125,2062,1045,5080,2916,32663,Media-Alta,66,2021-11-30,568,800,7794,19124,40457,21333
4468,3298,2329,1094,6458,2392,29526,Media-Alta,67,2021-11-30,555,792,7577,21386,37103,15717
1275,751,349,213,4145,668,9537,Baja,69,2021-11-30,183,163,870,7747,10407,2660
2605,1808,1173,523,4418,1480,13851,Media-Baja,70,2021-11-30,292,559,4512,12858,18363,5505
5383,4079,3325,2073,8012,3521,66571,Alta,71,2021-11-30,6223,4614,13264,37230,79835,42605
1322,910,350,217,3524,668,8937,Baja,72,2021-11-30,156,121,944,7268,9881,2613
1438,774,444,219,3916,636,8798,Baja,73,2021-11-30,171,159,769,7757,9567,1810
2509,1434,1130,537,4675,906,15028,Media-Baja,74,2021-11-30,261,583,5477,12035,20505,8470
4201,2299,2235,855,6102,2875,29600,Media-Alta,75,2021-11-30,517,774,7675,19858,37275,17417
2811,1675,1043,481,4338,1127,15080,Media-Baja,76,2021-11-30,294,554,4754,12323,19834,7511
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-11-30,279,463,4853,13340,19478,6138
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-11-30,557,795,7618,19966,37347,17381
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-11-30,511,781,8073,18579,42334,23755
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-11-30,270,581,5303,12668,22548,9880
1147,912,374,233,3674,542,9345,Baja,82,2021-11-30,110,162,846,7154,10191,3037
1401,879,424,220,3060,574,8726,Baja,83,2021-11-30,164,149,888,6871,9614,2743
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-11-30,251,481,5100,12585,19950,7365
1248,785,458,204,3720,740,7952,Baja,85,2021-11-30,138,175,800,7468,8752,1284
1382,601,343,195,3947,718,8352,Baja,86,2021-11-30,153,162,901,7501,9253,1752
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-11-30,294,526,5574,13079,19368,6289
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-11-30,300,553,5005,13392,19806,6414
1182,916,330,212,3390,774,8566,Baja,89,2021-11-30,135,155,804,7094,9370,2276
1227,850,336,239,3517,594,7123,Baja,90,2021-11-30,156,165,833,7084,7956,872
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-11-30,205,569,4000,12327,19013,6686
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-11-30,611,677,6822,20185,38920,18735
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-11-30,258,503,4354,13956,19761,5805
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-11-30,227,547,4145,12764,18393,5629
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-11-30,246,563,4742,13733,23022,9289
1447,815,381,238,4107,702,8531,Baja,96,2021-11-30,167,160,789,8017,9320,1303
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-11-30,256,500,4252,11900,19144,7244
1215,744,361,184,3250,589,8999,Baja,98,2021-11-30,149,137,726,6629,9725,3096
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-11-30,230,577,4556,12916,20170,7254
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-12-31,506,858,8790,19631,34149,14518
1177,850,407,178,3681,599,7369,Baja,1,2021-12-31,168,157,953,7217,8322,1105
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-12-31,279,567,5167,12619,19639,7020
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-12-31,400,856,8210,19174,41143,21969
1353,832,315,177,3263,602,10001,Baja,4,2021-12-31,157,148,775,6847,10776,3929
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-12-31,288,512,4792,12379,20058,7679
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-12-31,280,585,5504,12872,21466,8594
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-12-31,6042,5054,17655,38132,103160,65028
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-12-31,574,718,8262,22252,41068,18816
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-12-31,5798,5208,17046,37035,95304,58269
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-12-31,272,543,5646,13363,22987,9624
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-12-31,262,563,4530,12907,19299,6392
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-12-31,223,519,4643,13705,20680,6975
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-12-31,578,789,7835,20254,42483,22229
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-12-31,274,498,5034,13371,18832,5461
1387,598,400,201,4083,640,7498,Baja,15,2021-12-31,165,181,865,7655,8363,708
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-12-31,243,558,4509,13313,19045,5732
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-12-31,259,503,5364,12359,21085,8726
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-12-31,276,517,5551,11977,23237,11260
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-12-31,281,559,5757,13532,21418,7886
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-12-31,238,491,4743,12122,22577,10455
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-12-31,540,817,8114,19939,37542,17603
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-12-31,501,858,8856,21076,44691,23615
2349,1422,1080,517,4728,1652,17283,Media-Baja,23,2021-12-31,279,376,4250,12403,21533,9130
1422,839,378,172,3228,557,8645,Baja,24,2021-12-31,145,153,852,6894,9497,2603
5760,4674,3894,1650,9416,4934,63611,Alta,25,2021-12-31,7091,4731,17752,42150,81363,39213
4231,3154,2447,1216,5928,2747,28664,Media-Alta,26,2021-12-31,536,599,8820,20858,37484,16626
1434,819,367,228,3180,653,8211,Baja,27,2021-12-31,178,170,845,7029,9056,2027
4105,2896,2025,1008,5877,2812,39154,Media-Alta,28,2021-12-31,529,720,8094,19972,47248,27276
1208,719,362,229,3775,698,8956,Baja,29,2021-12-31,194,153,839,7338,9795,2457
2515,1481,1088,449,4106,1535,16394,Media-Baja,30,2021-12-31,228,504,4741,11906,21135,9229
3447,3674,2005,1161,6343,2584,29260,Media-Alta,31,2021-12-31,524,719,8760,20457,38020,17563
1510,843,374,239,3985,538,8152,Baja,32,2021-12-31,149,140,937,7778,9089,1311
5644,4590,3104,1778,9087,4464,62916,Alta,33,2021-12-31,4746,5040,17425,38453,80341,41888
2258,1619,1031,512,3481,1029,16992,Media-Baja,34,2021-12-31,275,477,5283,10682,22275,11593
2596,1738,1092,469,4689,1026,15532,Media-Baja,35,2021-12-31,239,499,4845,12348,20377,8029
2584,1573,851,567,3749,1280,15776,Media-Baja,36,2021-12-31,250,514,5594,11368,21370,10002
2574,1329,1096,605,4581,1325,16039,Media-Baja,37,2021-12-31,289,487,5386,12286,21425,9139
2235,1696,944,445,5230,1375,15525,Media-Baja,38,2021-12-31,316,556,5047,12797,20572,7775
6469,4438,3060,2021,8398,3940,78138,Alta,39,2021-12-31,5655,4236,15902,38217,94040,55823
4872,3264,3683,1755,9347,4370,73689,Alta,40,2021-12-31,4908,4443,16092,36642,89781,53139
5394,4188,3044,1983,10734,4194,70688,Alta,41,2021-12-31,5311,3944,15033,38792,85721,46929
4068,2632,2089,1223,5420,2404,31329,Media-Alta,42,2021-12-31,555,779,6074,19170,37403,18233
5719,4194,3214,1952,7794,3907,83368,Alta,43,2021-12-31,5743,4400,18612,36923,101980,65057
6560,4479,4072,1681,8863,4387,68702,Alta,44,2021-12-31,4776,4565,14814,39383,83516,44133
3560,2822,1859,925,6087,2668,31016,Media-Alta,45,2021-12-31,545,772,8803,19238,39819,20581
3701,2901,1918,1315,5504,2570,29089,Media-Alta,46,2021-12-31,580,777,7985,19266,37074,17808
2454,1544,1067,488,4398,1461,15571,Media-Baja,47,2021-12-31,291,559,4961,12262,20532,8270
2371,1468,1126,542,4135,1152,15088,Media-Baja,48,2021-12-31,259,499,5101,11552,20189,8637
2794,1790,826,422,5371,1557,16358,Media-Baja,49,2021-12-31,306,543,5357,13609,21715,8106
2757,1842,913,498,5188,1304,17385,Media-Baja,50,2021-12-31,254,573,4428,13329,21813,8484
1362,770,318,201,3490,598,9308,Baja,51,2021-12-31,148,163,701,7050,10009,2959
3869,3137,1949,889,5027,2617,34780,Media-Alta,52,2021-12-31,510,805,8216,18803,42996,24193
1350,877,350,183,3540,667,8648,Baja,53,2021-12-31,152,159,720,7278,9368,2090
4301,2797,2272,1134,7122,2251,31540,Media-Alta,54,2021-12-31,601,813,7535,21291,39075,17784
2674,1599,982,554,4062,1356,17288,Media-Baja,55,2021-12-31,294,538,5833,12059,23121,11062
1366,699,355,242,3669,630,8786,Baja,56,2021-12-31,146,151,830,7258,9616,2358
2642,1774,1078,447,4293,1034,15264,Media-Baja,57,2021-12-31,280,477,5106,12025,20370,8345
2437,1934,986,508,4766,1313,17038,Media-Baja,58,2021-12-31,275,556,4311,12775,21349,8574
3267,2609,2148,976,5103,2623,32994,Media-Alta,59,2021-12-31,569,786,7746,18081,40740,22659
2574,1528,1082,705,4757,1243,15421,Media-Baja,60,2021-12-31,253,491,4892,12633,20313,7680
2119,1599,1270,629,4631,1189,14745,Media-Baja,61,2021-12-31,241,518,5073,12196,19818,7622
3500,3109,2018,1132,5955,2431,27324,Media-Alta,62,2021-12-31,454,940,7828,19539,35152,15613
2619,1633,1098,536,5503,1370,14914,Media-Baja,63,2021-12-31,318,535,4742,13612,19656,6044
3811,2759,1797,946,5372,2835,25283,Media-Alta,64,2021-12-31,530,841,7597,18891,32880,13989
4831,2950,2476,998,7017,2081,32381,Media-Alta,65,2021-12-31,543,839,8241,21735,40622,18887
3528,3125,2062,1045,5080,2916,32663,Media-Alta,66,2021-12-31,623,918,7629,19297,40292,20995
4468,3298,2329,1094,6458,2392,29526,Media-Alta,67,2021-12-31,441,732,8305,21212,37831,16619
